,Linked Name,Name,dist,id
451,B. Džemaili,Blerim Džemaili,0.8269162210338681,138699
452,Gelson Fernandes,Gelson Fernandes,1.0,158438
453,D. Zakaria,Denis Zakaria,0.8951076745194391,229261
454,Mario Barco,Mario Gavranović,0.6978583357893703,216568
455,J. Drmić,Josip Drmić,0.8982747695852533,198504
456,J. Djourou,Johan Djourou,0.8157142857142856,162893
457,R. Bürki,Roman Bürki,0.8451428571428571,189117
458,F. Schär,Fabian Schär,0.8187457703586736,210047
459,X. Shaqiri,Xherdan Shaqiri,0.8656315789473683,193348
460,M. Neuer,Manuel Neuer,0.7999999999999999,167495
461,M. Plattenhardt,Marvin Plattenhardt,0.7489956896551725,192557
462,J. Hector,Jonas Hector,0.879665071770335,208334
463,M. Cuisance,Matthias Ginter,0.8461113080467918,239744
464,M. Hummels,Mats Hummels,0.8223916083916083,178603
465,S. Khedira,Sami Khedira,0.8677450980392156,179846
466,J. Draxler,Julian Draxler,0.8049149126735333,202166
467,T. Kroos,Toni Kroos,0.8692640692640693,182521
468,T. Werner,Timo Werner,0.9413533834586466,212188
469,M. Özil,Mesut Özil,0.8156755009696186,176635
470,M. Reus,Marco Reus,0.8387077294685992,188350
471,E. Cavani,Kevin Trapp,0.8301587301587302,179813
472,T. Müller,Thomas Müller,0.8085934065934067,189596
473,L. Goretzka,Leon Goretzka,0.8208695652173913,209658
474,N. Süle,Niklas Süle,0.8063787185354692,212190
475,A. Rüdiger,Antonio Rüdiger,0.8630347593582888,205452
476,Bernat,Jérôme Boateng,0.8166105499438832,205069
477,J. Kimmich,Joshua Kimmich,0.7891996891996892,212622
478,S. Rudy,Sebastian Rudy,0.7642003559623697,189251
479,J. Brandt,Julian Brandt,0.8554187192118227,212194
480,I. Gündoğan,İlkay Gündoğan,0.8474432655467138,186942
481,M. ter Stegen,Marc-André ter Stegen,0.7334285714285714,192448
482,M. Gómez,Mario Gómez,0.9357142857142856,150418
483,J. Corona,José de Jesús Corona,0.7709601081812035,156412
484,H. Ayala,Hugo Ayala,0.7386645962732921,171896
485,Carlos Soler,Carlos Salcedo,0.8487899590874419,234153
486,Rafael,Rafael Márquez,0.8297908232118758,189681
487,Diego Castro,Diego Reyes,0.8447742474916388,147006
488,Jonathan Cafú,Jonathan dos Santos,0.8205042016806723,223543
489,Miguel Martín,Miguel Layún,0.8787658802177859,241922
490,M. Fabián,Marco Fabián,0.8172427035330261,186307
491,R. Jiménez,Raúl Jiménez,0.8926315789473684,204838
492,G. Maniatis,Giovani dos Santos,0.6954040875609503,200542
493,Carlos Alves,Carlos Vela,0.8670160427807486,226051
494,A. Talavera,Alfredo Talavera,0.7754651780967571,156433
495,Guilherme,Guillermo Ochoa,0.8326861779194437,236555
496,J. Hernández,Javier Hernández,0.8020402536531569,178224
497,Héctor Verdés,Héctor Moreno,0.8329059829059828,183823
498,Héctor Verdés,Héctor Herrera,0.8263157894736843,183823
499,Jesús Valentín,Jesús Manuel Corona,0.8480392156862745,224986
500,Ander Guevara,Andrés Guardado,0.8294871794871794,240458
501,O. Peralta,Oribe Peralta,0.7809358288770052,158543
502,J. Aquino,Javier Aquino,0.7722058823529412,192350
503,E. Álvarez,Edson Álvarez,0.8581818181818182,235844
504,H. Lozano,Hirving Lozano,0.6837822671156003,221992
505,J. Gallardo,Jesús Gallardo,0.8543859649122807,226045
506,Kim Seung Gyu,Kim Seung-gyu,0.9303030303030303,191655
507,Lee Yong,Lee Yong,1.0,200577
508,Jeong Seung Hyun,Jung Seung-hyun,0.8633006993006994,227790
509,Oh Ban Suk,Oh Ban-suk,0.9077067669172931,207753
510,Yun Yong Ho,Yun Young-sun,0.8318627450980393,238338
511,Park Joo Ho,Park Joo-ho,0.8803030303030304,191566
512,H. Son,Son Heung-min,0.7905577514273165,200104
513,J. Angulo,Ju Se-jong,0.672979797979798,239738
514,Kim Shin Wook,Kim Shin-wook,0.9225974025974025,191910
515,Lee Seung Woo,Lee Seung-woo,0.9442307692307692,232000
516,Hwang Hee Chan,Hwang Hee-chan,0.9232022508669764,226380
517,Kim Min Woo,Kim Min-woo,0.9099326599326599,218471
518,Koo Ja Cheol,Koo Ja-cheol,0.9366459627329192,182152
519,Hong Chul,Hong Chul,0.976,199236
520,Jung Woo Young,Jung Woo-young,0.968,211003
521,Ki Sung Yueng,Ki Sung-yueng,0.968,180283
522,Lee Jae Sung,Lee Jae-sung,0.9202205882352942,221671
523,Moon Seon Min,Moon Seon-min,0.9118518518518518,229694
524,Kim Young Uk,Kim Young-gwon,0.8257952069716776,199262
525,Jang Hyeon Soo,Jang Hyun-soo,0.8658730158730159,211005
526,Kim Jin Hyeon,Kim Jin-hyeon,0.968,201936
527,Go Yo Han,Go Yo-han,0.9262745098039216,184337
528,Cho Hyun Woo,Cho Hyun-woo,0.9266666666666666,212432
529,N. Boilesen,Robin Olsen,0.6870255348516218,200108
530,M. Lustig,Mikael Lustig,0.7724812030075187,176942
531,V. Lindelöf,Victor Lindelöf,0.809077380952381,221660
532,Andrea Orlandi,Andreas Granqvist,0.8772398190045249,155930
533,M. Olsson,Martin Olsson,0.8207142857142856,184472
534,L. Augustinsson,Ludwig Augustinsson,0.8366375448028673,212678
535,Sebas Coris,Sebastian Larsson,0.833850463262228,221179
536,A. Ekdal,Albin Ekdal,0.853878718535469,181318
537,A. Marchesín,Marcus Berg,0.7024509803921569,201095
538,E. Forsberg,Emil Forsberg,0.946583850931677,208448
539,J. Guidetti,John Guidetti,0.7929093567251462,199602
540,N. Julan,Karl-Johan Johnsson,0.679673721340388,230568
541,G. Svensson,Gustav Svensson,0.8217444219066936,177448
542,F. Helander,Filip Helander,0.8203081232492997,207555
543,Oscar Lozano,Oscar Hiljemark,0.8244155844155844,243291
544,E. Krafth,Emil Krafth,0.83125,207650
545,A. Gritsaenko,Viktor Claesson,0.7444444444444445,240213
546,P. Jansson,Pontus Jansson,0.8143856143856143,194201
547,Marcano,Marcus Rohdén,0.8466666666666667,173521
548,O. Toivonen,Ola Toivonen,0.9154545454545455,176794
549,J. Durmaz,Jimmy Durmaz,0.8425,189207
550,I. Kiese Thelin,Isaac Kiese Thelin,0.8650284629981024,205985
551,K. Nordfeldt,Kristoffer Nordfeldt,0.7726902173913043,192129
552,T. Courtois,Thibaut Courtois,0.8344842284739982,192119
553,T. Alderweireld,Toby Alderweireld,0.8480253795066413,184087
554,Sergi Palencia,Thomas Vermaelen,0.6839495798319328,228321
555,V. Kompany,Vincent Kompany,0.7905,139720
556,J. Vertonghen,Jan Vertonghen,0.8878865406006675,172871
557,A. Gianniotis,Axel Witsel,0.6620963912630579,210327
558,K. De Bruyne,Kevin De Bruyne,0.845042735042735,192985
559,M. Fellaini,Marouane Fellaini,0.794187675070028,176944
560,J. Riley,Romelu Lukaku,0.8149206349206349,233114
561,E. Hazard,Eden Hazard,0.8712500000000002,183277
562,Y. Filigrana,Yannick Carrasco,0.6664785166940339,214181
563,S. Mignolet,Simon Mignolet,0.8065102974828374,173426
564,K. Casteels,Koen Casteels,0.9137541806020066,192984
565,D. Mertens,Dries Mertens,0.8580921052631578,175943
566,T. Meunier,Thomas Meunier,0.815629198387819,202371
567,T. Hazard,Thorgan Hazard,0.8216656698564594,203486
568,Y. Tielemans,Youri Tielemans,0.8680672268907563,216393
569,Ander Guevara,Adnan Januzaj,0.8165384615384614,240458
570,M. Dembélé,Mousa Dembélé,0.845042735042735,162240
571,D. Boyata,Dedryck Boyata,0.7614285714285715,197837
572,M. Batshuayi,Michy Batshuayi,0.8664408866995075,204529
573,N. Chadli,Nacer Chadli,0.8771551724137931,200529
574,L. Dendoncker,Leander Dendoncker,0.771067821067821,212501
575,J. Pickford,Jordan Pickford,0.7916221033868093,204935
576,K. Walker,Kyle Walker,0.848536789297659,188377
577,D. Rose,Danny Rose,0.8778381642512076,169595
578,E. Dier,Eric Dier,0.9267976588628764,202335
579,J. Stones,John Stones,0.874623745819398,203574
580,H. Maguire,Harry Maguire,0.8387077294685992,203263
581,J. Lingard,Jesse Lingard,0.821965811965812,207494
582,J. Henderson,Jordan Henderson,0.8057142857142857,183711
583,H. Kane,Harry Kane,0.864794685990338,202126
584,R. Sterling,Raheem Sterling,0.8424615384615385,202652
585,D. Amartey,Jamie Vardy,0.8277777777777778,212883
586,K. Trippier,Kieran Trippier,0.809077380952381,186345
587,J. Butland,Jack Butland,0.8493540669856459,203042
588,D. Welbeck,Danny Welbeck,0.9223529411764706,186146
589,G. Cahill,Gary Cahill,0.91125,164468
590,P. Jones,Phil Jones,0.8921666666666666,194957
591,F. Delph,Fabian Delph,0.8768555116381204,183427
592,A. Valencia,Ashley Young,0.8223914017017466,167905
593,M. Rashford,Marcus Rashford,0.8424107142857142,231677
594,D. Alli,Dele Alli,0.9007107023411371,211117
595,R. Loftus-Cheek,Ruben Loftus-Cheek,0.8128694581280789,213666
596,T. Alexander-Arnold,Trent Alexander-Arnold,0.8394649257552483,231281
597,N. Pope,Nick Pope,0.9223214285714286,203841
598,Jaime Romero,Jaime Penedo,0.6741854636591479,189459
599,M. Murillo,Michael Amir Murillo,0.769110275689223,237841
600,M. Bersano,Harold Cummings,0.8442002442002442,238076
601,F. Escobar,Fidel Escobar,0.8505760368663595,240196
602,R. Torres,Román Torres,0.8727982590885817,214506
603,G. Gómez,Gabriel Gómez,0.8680735930735932,174732
604,J. Ménez,Blas Pérez,0.6883040935672514,160766
605,H. Campagnaro,Édgar Bárcenas,0.6505175983436854,123603
606,R. Verenas,Gabriel Torres,0.7457729468599034,160217
607,Ibai Gómez,Ismael Díaz,0.7410256410256411,199416
608,A. Contreras,Armando Cooper,0.8553435598377281,214441
609,José Callejón,José Calderón,0.8603554340396447,185020
610,A. Machado,Adolfo Machado,0.8034937888198758,197154
611,D. Valencia,Valentín Pimentel,0.6965965069413346,214345
612,Dória,Erick Davis,0.6566951566951568,209329
613,V. Adeboyejo,Abdiel Arroyo,0.6972222222222223,225867
614,Luis Marleiro,Luis Ovalle,0.8322222222222223,236198
615,Luiz Adriano,Luis Tejada,0.6970695970695969,180826
616,Alberto Moreno,Alberto Quintero,0.8415380545021607,205566
617,A. Godoy,Aníbal Godoy,0.8201884920634921,217047
618,José Suárez,José Luis Rodríguez,0.6743271221532091,224010
619,Álex Domínguez,Álex Rodríguez,0.8273504273504273,243201
620,Felipe Curcio,Felipe Baloy,0.8447619047619048,242269
621,F. Ben Mustapha,Farouk Ben Mustapha,0.7743506493506493,218216
622,S. Ben Youssef,Syam Ben Youssef,0.8943076923076922,207788
623,Y. Benalouane,Yohan Benalouane,0.8911965811965812,183288
624,Y. Aït Bennasser,Yassine Meriah,0.6832729468599034,230042
625,O. Haddadi,Oussama Haddadi,0.7881954887218044,237548
626,Juanmi,Rami Bedoui,0.6999100314889789,197891
627,S. Edera,Saîf-Eddine Khaoui,0.6746031746031745,233794
628,F. Ben Youssef,Fakhreddine Ben Youssef,0.6964646464646465,218214
629,L. Andrenacci,Anice Badri,0.7000000000000001,226259
630,W. Khazri,Wahbi Khazri,0.7649166666666667,194845
631,Huang Bowen,Dylan Bronn,0.7105820105820105,181971
632,A. Al Bulayhi,Ali Maâloul,0.7476190476190476,229851
633,F. Sassi,Ferjani Sassi,0.7553571428571428,218215
634,M. Ben Amor,Mohamed Amine Ben Amor,0.7533130493576741,241753
635,E. Cedillo,Ahmed Khalil,0.7474242424242424,239843
636,A. Mathlouthi,Aymen Mathlouthi,0.9089285714285713,195834
637,E. Rovini,Ellyes Skhiri,0.6797385620915034,220578
638,B. Srarfi,Bassem Srarfi,0.7735294117647059,237600
639,B. Urribarri,Saber Khalifa,0.6877000192789667,178565
640,Willian,Ghailene Chaalali,0.6813186813186812,180403
641,H. Yamaguchi,Hamdi Nagguez,0.642063492063492,222987
642,M. Hassen,Mouez Hassen,0.6949075587519523,209483
643,N. Sliti,Naïm Sliti,0.851764705882353,205257
644,David Bruno,David Ospina,0.8263157894736843,205846
645,C. Zapata,Cristián Zapata,0.7351098901098901,177983
646,D. Mosquera,Óscar Murillo,0.7544973544973544,214193
647,S. Arias,Santiago Arias,0.6931537598204264,204259
648,W. Barrios,Wílmar Barrios,0.8000999000999001,214394
649,Victor Sánchez,Carlos Sánchez,0.7812742812742813,189506
650,Carlos Soler,Carlos Bacca,0.8470849802371542,234153
651,A. Talavera,Abel Aguilar,0.7410256410256411,156433
652,Rafael Tolói,Radamel Falcao,0.7644444444444445,187598
653,J. Rodríguez,James Rodríguez,0.8267857142857142,198710
654,J. Cuadrado,Juan Cuadrado,0.8080200501253132,193082
655,C. Vargas,Camilo Vargas,0.7663660130718954,212067
656,Y. Mina,Yerry Mina,0.8736842105263158,220523
657,Luis Milla,Luis Muriel,0.8374847374847376,242201
658,Mateus,Mateus Uribe,0.8351327035537561,232787
659,Jefferson,Jefferson Lerma,0.8711229946524064,188086
660,J. Mojica,Johan Mojica,0.738095238095238,214026
661,Fran Carbia,Frank Fabra,0.8201489533011272,205674
662,Miguel Silva,Miguel Borja,0.8438520235680478,231545
663,J. Quintero,Juan Fernando Quintero,0.7344155844155843,210513
664,J. Izquierdo,José Izquierdo,0.8298128342245988,219411
665,Jorge Fernandes,José Fernando Cuadrado,0.6952861952861954,242359
666,D. Sánchez,Dávinson Sánchez,0.8214063714063714,220793
667,E. Kawashima,Eiji Kawashima,0.8068421052631578,180739
668,N. Ueda,Naomichi Ueda,0.8256493506493507,232870
669,G. Shoji,Gen Shoji,0.9619565217391305,232869
670,K. Honda,Keisuke Honda,0.7828571428571428,186581
671,Y. Nagatomo,Yuto Nagatomo,0.8287857142857143,194359
672,W. Endo,Wataru Endo,0.8362758620689654,232487
673,G. Shibasaki,Gaku Shibasaki,0.7919747899159664,232883
674,G. Haraguchi,Genki Haraguchi,0.8812225705329153,217648
675,S. Okazaki,Shinji Okazaki,0.8165372670807454,194365
676,S. Kagawa,Shinji Kagawa,0.8664615384615385,189358
677,T. Usami,Takashi Usami,0.8343970223325061,191388
678,M. Higashiguchi,Masaaki Higashiguchi,0.7983970223325061,232441
679,Y. Mutō,Yoshinori Mutō,0.6623376623376623,228717
680,Cristian,Takashi Inui,0.7478832442067737,219730
681,Y. Ōsako,Yuya Osako,0.8879166666666667,191565
682,K. Yamamura,Hotaru Yamaguchi,0.8112836438923395,237780
683,M. Ćavar,Makoto Hasebe,0.8450935990338164,242191
684,Y. Kobayashi,Ryota Oshima,0.8547126436781608,233138
685,David Silva,Hiroki Sakai,0.6636141636141636,168542
686,T. Makino,Tomoaki Makino,0.8057158119658119,194361
687,G. Sakai,Gōtoku Sakai,0.8435526315789474,207472
688,M. Yoshida,Maya Yoshida,0.841583850931677,191648
689,K. Nakamura,Kosuke Nakamura,0.8112758620689655,232562
690,W. Szczęsny,Wojciech Szczęsny,0.8002105263157895,186153
691,M. Pazdan,Michał Pazdan,0.783055900621118,185010
692,A. Jędrzejczyk,Artur Jędrzejczyk,0.8064778325123154,177790
693,Thiago Cionek,Thiago Cionek,0.9259259259259259,189118
694,J. Bednarek,Jan Bednarek,0.8602766798418972,220570
695,Sergio García,Jacek Góralski,0.6784569597069597,233067
696,A. Milik,Arkadiusz Milik,0.748901098901099,205175
697,K. Linetty,Karol Linetty,0.7963317384370017,211408
698,R. Lewandowski,Robert Lewandowski,0.8193052109181141,188545
699,G. Krychowiak,Grzegorz Krychowiak,0.796437937062937,197242
700,K. Grosicki,Kamil Grosicki,0.8065102974828374,177922
701,B. Białkowski,Bartosz Białkowski,0.8029999999999999,155871
702,Manuel Fernandes,Maciej Rybus,0.8474025974025974,157960
703,L. Teodorczyk,Łukasz Teodorczyk,0.7724867724867724,201013
704,K. Glik,Kamil Glik,0.8,190547
705,J. Błaszczykowski,Jakub Błaszczykowski,0.8812225705329153,164994
706,P. Stolarski,Sławomir Peszko,0.8128138528138528,213449
707,B. Bereszyński,Bartosz Bereszyński,0.7999435347261434,199763
708,P. Zieliński,Piotr Zieliński,0.7850140056022408,210406
709,L. Piszczek,Łukasz Piszczek,0.7726648351648352,173771
710,R. Kurzawa,Rafał Kurzawa,0.8317117664943751,221791
711,L. Fabiański,Łukasz Fabiański,0.7795815295815296,164835
712,D. Kownacki,Dawid Kownacki,0.7907208237986268,221168
713,A. Trouillet,Abdoulaye Diallo,0.7433728036669213,242753
714,S. Ciss,Saliou Ciss,0.7969038208168644,198687
715,K. Koulibaly,Kalidou Koulibaly,0.7815430520034101,201024
716,K. Mbodji,Kara Mbodji,0.8919254658385093,198584
717,I. Gueye,Idrissa Gueye,0.7828571428571428,193474
718,S. Sané,Salif Sané,0.8732492997198879,201956
719,M. Sow,Moussa Sow,0.7724812030075187,172124
720,C. Kouyaté,Cheikhou Kouyaté,0.782758064516129,186801
721,M. Diouf,Mame Biram Diouf,0.7736048265460029,187084
722,S. Mané,Sadio Mané,0.8580921052631578,208722
723,C. N'Doye,Cheikh N'Doye,0.8034937888198758,219470
724,Y. Sabaly,Youssouf Sabaly,0.6830917874396135,215699
725,A. N'Diaye,Alfred N'Diaye,0.8191185503685504,188879
726,K. Misao,Moussa Konaté,0.7027714213068904,232882
727,D. Sakho,Diafra Sakho,0.7575000000000001,193554
728,Kim Jin Hyeon,Khadim N'Diaye,0.6720512820512821,201936
729,B. Ndiaye,Badou Ndiaye,0.8463317384370016,221000
730,I. Sarr,Ismaïla Sarr,0.7302277432712215,235353
731,M. Niang,M'Baye Niang,0.8490842490842491,204077
732,K. Baldé,Keita Baldé,0.7434389140271493,215785
733,L. Gassama,Lamine Gassama,0.8277631578947369,189944
734,M. Wagué,Moussa Wagué,0.69281045751634,237156
735,A. Gomis,Alfred Gomis,0.6985722610722611,201976
