,Linked Name,Name,dist,id
268,W. Cartagena,Wilder Cartagena,0.6905594405594405,221664
269,L. Advíncula,Luis Advíncula,0.7875,204539
270,André Claro,André Carrillo,0.8658730158730159,216102
271,S. Wharton,Yoshimar Yotún,0.6975524475524475,231540
272,Edison Tarabai,Edison Flores,0.830952380952381,228552
273,José Carlos,José Carvallo,0.8771153846153846,240919
274,Elustondo,Nilson Loyola,0.6985272545913278,172285
275,P. Aquino,Pedro Aquino,0.7781212121212122,236264
276,N. Guzmán,Nahuel Guzmán,0.6662267471091,176919
277,Gabriel Boschilia,Gabriel Mercado,0.8310314685314686,221701
278,N. Tagliafico,Nicolás Tagliafico,0.8255347593582888,211256
279,Cristian Lodeira,Cristian Ansaldi,0.8662878787878788,230296
280,Lucas Lima,Lucas Biglia,0.8229102167182663,207924
281,Felipe Anderson,Federico Fazio,0.76,201995
282,E. Banega,Éver Banega,0.7429685324422167,178562
283,M. Acuña,Marcos Acuña,0.8523264683447751,224334
284,G. Higuaín,Gonzalo Higuaín,0.7991901108269395,167664
285,L. Messi,Lionel Messi,0.7748214285714284,158023
286,A. Di María,Ángel Di María,0.9272727272727272,183898
287,F. Armani,Franco Armani,0.8119736842105263,214584
288,Maximiniano,Maximiliano Meza,0.843240284619595,237529
289,M. Hassen,Javier Mascherano,0.7068125294078108,209483
290,M. Lanzini,Manuel Lanzini,0.8112758620689655,188988
291,M. Rojo,Marcos Rojo,0.8687111801242235,201862
292,N. Otamendi,Nicolás Otamendi,0.7983970223325061,192366
293,Eduardo,Eduardo Salvio,0.8447619047619048,212369
294,S. Agüero,Sergio Agüero,0.8295807453416147,153079
295,G. Lo Celso,Giovani Lo Celso,0.7937438423645321,226226
296,Paulo Machado,Paulo Dybala,0.8233333333333334,164849
297,Cristian Sanz,Cristian Pavón,0.8489064856711915,241481
298,Willian,Willy Caballero,0.8305194805194805,180403
299,V. Milinković-Savić,Dominik Livaković,0.6312418300653594,224836
300,S. Vrsaljko,Šime Vrsaljko,0.9267399267399267,203890
301,I. Strinić,Ivan Strinić,0.8080200501253132,201139
302,I. Perišić,Ivan Perišić,0.7554658385093168,181458
303,V. Ćorluka,Vedran Ćorluka,0.8904615384615384,181786
304,D. Lovren,Dejan Lovren,0.8379551820728292,195086
305,I. Rakitić,Ivan Rakitić,0.7692640692640693,168651
306,M. Kovačić,Mateo Kovačić,0.795,207410
307,A. Kramarić,Andrej Kramarić,0.8400000000000001,216354
308,L. Modrić,Luka Modrić,0.7963906802579571,177003
309,Marcelo,Marcelo Brozović,0.8338528573822691,205340
310,L. Kalinić,Lovre Kalinić,0.846078431372549,220932
311,T. Jedvaj,Tin Jedvaj,0.934065934065934,215930
312,F. Barba,Filip Bradarić,0.6527777777777778,211557
313,D. Ćaleta-Car,Duje Ćaleta-Car,0.8424079153605016,225263
314,N. Kalinić,Nikola Kalinić,0.7939097744360901,185431
315,M. Mandžukić,Mario Mandžukić,0.8696681922196796,181783
316,S. Cetin,Ante Rebić,0.877713920817369,240836
317,M. Benassi,Milan Badelj,0.8338770053475936,211354
318,M. Pjaca,Marko Pjaca,0.7974789915966387,229593
319,D. Vida,Domagoj Vida,0.683068783068783,199206
320,Tomás Pina,Josip Pivarić,0.6356837606837606,198368
321,D. Subašić,Danijel Subašić,0.7311278195488722,192593
322,H. Halldórsson,Hannes Þór Halldórsson,0.7368842364532019,206379
323,B. Sævarsson,Birkir Már Sævarsson,0.6766666666666667,183122
324,S. Friðjónsson,Samúel Friðjónsson,0.7477014181081503,224418
325,A. Guðmundsson,Albert Guðmundsson,0.8371916508538898,238004
326,S. Ingason,Sverrir Ingi Ingason,0.799746963562753,221422
327,R. Sigurðsson,Ragnar Sigurðsson,0.7969038208168644,179897
328,J. Guðmundsson,Jóhann Berg Guðmundsson,0.7657142857142858,191076
329,B. Bjarnason,Birkir Bjarnason,0.9041282389108476,175789
330,B. Sigurðarson,Björn Bergmann Sigurðarson,0.7583695652173912,190461
331,G. Sigurðsson,Gylfi Sigurðsson,0.9170366132723111,184484
332,A. Finnbogason,Alfreð Finnbogason,0.9362758620689655,195586
333,U. Fredriksen,Frederik Schram,0.6896135265700484,238508
334,R. Rúnarsson,Rúnar Alex Rúnarsson,0.7541666666666665,222562
335,K. Árnason,Kári Árnason,0.8324509803921568,166851
336,H. Aouar,Hólmar Örn Eyjólfsson,0.6162911162911163,234906
337,O. Skúlason,Ólafur Ingi Skúlason,0.7374026696329254,160770
338,A. Gunnarsson,Aron Gunnarsson,0.8671666666666666,189167
339,H. Magnússon,Hörður Björgvin Magnússon,0.7565951821386604,208522
340,R. Gíslason,Rúrik Gíslason,0.9430555555555555,173667
341,E. Hallfreðsson,Emil Hallfreðsson,0.9202922077922078,133249
342,A. Traustason,Arnór Ingvi Traustason,0.693121693121693,211177
343,J. Böðvarsson,Jón Daði Böðvarsson,0.777914979757085,212992
344,L. Mareček,Ari Freyr Skúlason,0.7191251885369532,187878
345,I. Groothuizen,Ikechukwu Ezenwa,0.6055369751021925,234197
346,B. Idowu,Brian Idowu,0.8379551820728292,212054
347,Eder,Elderson Echiéjilé,0.6678614097968936,178311
348,O. Ndidi,Wilfred Ndidi,0.7666105499438832,226790
349,W. Troost-Ekong,William Troost-Ekong,0.9254310344827587,213414
350,L. Balogun,Leon Balogun,0.7707647058823529,188182
351,A. Musa,Ahmed Musa,0.9261904761904762,201818
352,Jairo,Oghenekaro Etebo,0.772079772079772,205869
353,K. Hidalgo,Odion Ighalo,0.6719396293138833,221482
354,M. Pintilii,John Obi Mikel,0.6756576756576756,212047
355,V. Moses,Victor Moses,0.879624060150376,172962
356,S. Abdullahi,Shehu Abdullahi,0.8457142857142858,229026
357,S. Moore,Simeon Nwankwo,0.6936507936507937,218593
358,K. Schmeichel,Kelechi Iheanacho,0.7989247311827956,163587
359,A. Belotti,Joel Obi,0.7941017316017316,208596
360,V. Lia,Daniel Akpeyi,0.6882631257631258,182112
361,O. Onazi,Ogenyi Onazi,0.8189931350114417,202934
362,A. Iwobi,Alex Iwobi,0.9270588235294117,213655
363,Jeong Hyeon Cheol,John Ogu,0.6684615384615386,227859
364,C. Awaziem,Chidozie Awaziem,0.6904306220095694,232693
365,T. Ebuehi,Tyronne Ebuehi,0.8114835164835165,224213
366,K. Omeruo,Kenneth Omeruo,0.7997670807453416,207624
367,Fran Cruz,Francis Uzoho,0.844555152979066,200931
368,Alisson,Alisson,1.0,212831
369,Thiago Silva,Thiago Silva,1.0,164240
370,Miranda,Miranda,0.9333333333333333,168609
371,Pedro Neto,Pedro Geromel,0.8385964912280702,238616
372,Casemiro,Casemiro,0.9727272727272728,200145
373,Filipe Luís,Filipe Luís,1.0,164169
374,Douglas Costa,Douglas Costa,1.0,190483
375,Renato Augusto,Renato Augusto,0.8823529411764706,169195
376,Gabriel Jesus,Gabriel Jesus,1.0,230666
377,Neymar,Neymar,1.0,190871
378,Paulinho,Philippe Coutinho,0.7610256410256411,187961
379,Marcelo,Marcelo,0.9714285714285714,176676
380,Marquinhos,Marquinhos,1.0,207865
381,Danilo,Danilo,1.0,199304
382,Paulinho,Paulinho,0.9700000000000001,187961
383,C. Bassogog,Cássio,0.6806722689075629,231138
384,Fernandinho,Fernandinho,1.0,135507
385,Fred,Fred,1.0,209297
386,Willian,Willian,1.0,180403
387,Roberto Firmino,Roberto Firmino,1.0,201942
388,Taison,Taison,1.0,188803
389,F. Barboza,Fagner,0.6949112978524742,226546
390,Ederson,Ederson,1.0,210257
391,K. Navas,Keylor Navas,0.8135704874835309,193041
392,J. Acosta,Johnny Acosta,0.8295807453416147,216780
393,G. González,Giancarlo González,0.7638039215686275,208379
394,I. Smith,Ian Smith,0.9002392344497607,242551
395,C. Borges,Celso Borges,0.8537408511791813,190799
396,Marc Roca,Óscar Duarte,0.7412698412698413,235945
397,Christian Rivera,Christian Bolaños,0.8306666666666667,229038
398,B. Oviedo,Bryan Oviedo,0.7963317384370017,198335
399,Daniel Candeias,Daniel Colindres,0.8609180035650624,189468
400,R. Salin,Bryan Ruiz,0.8263366750208855,150477
401,C. Wehan,Johan Venegas,0.6944444444444443,242705
402,J. Campbell-Ryce,Joel Campbell,0.7485674213584451,138180
403,R. Wallace,Rodney Wallace,0.7438877338877339,190588
404,Rafaelson,Randall Azofeifa,0.7666700767263428,234135
405,Francisco Júnior,Francisco Calvo,0.8280645161290322,208294
406,Cristiano Gomes,Cristian Gamboa,0.8691445809092868,241361
407,Y. Tejeda,Yeltsin Tejeda,0.6635307321581831,216810
408,Charles de Breito,Patrick Pemberton,0.6882332643202208,230226
409,K. Waston,Kendall Waston,0.8303225806451614,216811
410,D. Guzman,David Guzmán,0.8576428571428573,236999
411,Marco Asensio,Marco Ureña,0.8401091617933724,220834
412,R. Matarrita,Rónald Matarrita,0.7493131868131868,232230
413,Pedro Pereira,Leonel Moreira,0.7240625718886587,230824
414,M. Valdifiori,Vladimir Stojković,0.6631964526701369,188876
415,Antonio Domínguez,Antonio Rukavina,0.8388461538461538,220070
416,D. Tošić,Duško Tošić,0.8336842105263158,176377
417,L. Milivojević,Luka Milivojević,0.9592857142857143,206304
418,U. Spajić,Uroš Spajić,0.8919254658385093,215892
419,B. Ivanović,Branislav Ivanović,0.8360761957730811,178372
420,A. Živković,Andrija Živković,0.7410668615272196,220746
421,F. Casarini,Aleksandar Prijović,0.6478338370921491,189736
422,A. Mitrović,Aleksandar Mitrović,0.7431029411764705,215716
423,D. Tadić,Dušan Tadić,0.8296650717703349,199434
424,A. Kolarov,Aleksandar Kolarov,0.7404595404595405,185103
425,M. Mariga,Predrag Rajković,0.6368872549019607,176846
426,M. Veljković,Miloš Veljković,0.8142857142857143,221354
427,R. Marin,Milan Rodić,0.7046031746031746,235813
428,N. Milenković,Nikola Milenković,0.808673693456302,238095
429,M. Harris,Marko Grujić,0.8654761904761904,237833
430,F. Kostić,Filip Kostić,0.8907142857142857,208574
431,N. Bandiera,Nemanja Radonjić,0.6907773386034256,232067
432,L. Jović,Luka Jović,0.8540082522841144,232432
433,S. Milinković-Savić,Sergej Milinković-Savić,0.9339285714285713,223848
434,N. Otamendi,Nemanja Matić,0.795164835164835,192366
435,A. Ljajić,Adem Ljajić,0.9270588235294117,190544
436,Markel Areitio,Marko Dmitrović,0.8679545454545454,235990
437,P. Herrmann,Yann Sommer,0.8807987711213517,198077
438,S. Lichtsteiner,Stephan Lichtsteiner,0.7999435347261434,108080
439,F. Moubandje,François Moubandje,0.7407410667136067,198067
440,N. Elvedi,Nico Elvedi,0.9089448051948051,221491
441,M. Akanji,Manuel Akanji,0.8064615384615386,229237
442,Michel Macedo,Michael Lang,0.8295410471881061,189018
443,B. Embolo,Breel Embolo,0.8075757575757576,222357
444,R. Freuler,Remo Freuler,0.885392156862745,202024
445,H. Seferović,Haris Seferović,0.7742424242424242,193408
446,G. Xhaka,Granit Xhaka,0.7939097744360901,199503
447,V. Behrami,Valon Behrami,0.8098529411764706,161805
448,Y. Mvogo,Yvon Mvogo,0.885392156862745,206003
449,Ricardo Moura,Ricardo Rodríguez,0.8774866310160427,240416
450,S. Zuber,Steven Zuber,0.7934343434343434,190059
